text,category,sentiment,length_bucket
i used this on a 2004 acura mdx that had some light to medium hazing and yellowing of the headlights i applied the liquid with a damp sponge working in a circular motion and applying light pressure i then let it sit for about 30-40 seconds i also used a buffing pad auto zone 6 00 and attached it to my cordless drill talk about easy i repeated these steps 4 times and all i can say is wow the lenses are now clear and haze free may not be showroom new but it's darn close i'm definetly impressed with this product and the results,sports,2,2
does not work at all on my brand new pc 98se usb very bad software support is helpless advertised audible format is not actually supported 'yet' they say don't buy now this is a rushed out though late buggy product,electronics,0,1
wow thas all i can say this speedloader has saved my fingers after having to load over 70k in ammo by hand i e using my bare hands no help the blisters were painfull now this little wonderful gadget has saved my fingers and my fellow armorers fingers you slide the mag into the unit and as the instructions say you just squeeze insert and release and push omg i was able to load 5 mags each with 15rnds in less than a min highly recommend this can't wait till the others arrive,sports,2,2
i have several bore snakes and i love them all it's an easy way to clean your barrel and i like that i'm always running the brush from the chamber towards the muzzle if i were to make any changes to it i would like to see a couple more wire brushes built into it instead of only one i guess they will come out with that idea in a 34 new and improved version 34 sometime in the future i have three for each caliber what i do is use one for applying a harsh cleaning solution one for a less harsh solution and one for a light coat of oil i saturate the last 3-4 34 of the snake and pull it slowly through the barrel to coat the inside before in storage,sports,2,2
i've always been the type to make tools out of ordinary objects take apart and fix nearly every mechanical and electronic device i practically come across often being known as a macgyver type to my friends and i've always enjoyed having these kinds of widgets finding unconventional uses and applications for all these kinds of things and having alot of fun along the way being interested in survivalism for as long as i can remember as well i find this handy for urban survival applications as well as ordinary day-to-day uses so in my quest to put together my own personal and all street legal urban s e r e houdini kit i for now i have added this to the ever growing list of items i keep on me and around me a few other items i carry can't give all my tricks away include and can be found here gerber 22-41770 artifact pocket keychain toolresqme the keychain version of the original lifehammer black chums the band 20mm widewatch band additionally great for creating another detatchable-pocket to conceal a couple blades and key s ka-bar tdi law enforcement last ditch knifecomtech stingerparacord cobra stitch survival bracelet made out of black 550 lb test 7 strand nylon braided parachute cordfury tactical sdk self defense keychain 5 75-inch with pressure tipleatherman 830795 charge alx black 6061-t6 aluminum handles black molle sheath plus leatherman 931009 bit driver extension to name a few things you may find helpful as well will i ever need these things in extreme scenarios i hope not however since i'm not particularly fond of guns cities are very dangerous and accidents can happen anytime anywhere little things like these can indeed make all the difference that aside again they're mostly great for everyday ordinary uses and many a time have been great conversation starters for me i'd rather have them and not need them than need them and not have them though most come in handy every day and if anything are simply a kick to have around,sports,2,2
this knife has it all well at least one to many things i e fish scaler skip this version and get the one without it when scaling a fish the scales get into the knife and are hard to clean out also the plastic lens of the magnifier will scratch over time the pliers are a bit on the light duty side but handy on the other hand having a hole in the leather awl is great as you can actually sew something the eye glass screw driver works great the file has teeth on the edge and will cut glass bottles or aluminum the sizzors are the standard by which all other tool knife sizzors are judged,sports,2,2
didn't buy these on amazon but had to come and pay my respects i noticed after buying these that a lot of radio programs would use these headphones,electronics,2,1
used this for the bedroom put it in the corner but was only able to hit the stud with a couple bolts,electronics,2,1
i purchased one of these on a whim never having tried this sort of breakfast snack like the others i was greatly impressed at the pleasing taste as well as crunching away on it i wouldn't hesitate to get another,sports,2,1
i have dry skin as well as oily skin and acne prone skin it's not a fun combo to work with but this moisturizer sure helps,beauty,2,1
i commute to work 4-5 days a week 11 miles round trip any and all types of weather plus ride another 20 miles or so on weekends running errands have been using the cycleware reflex for 6 months now and would be lost without it i have added a very small hose clamp from small engine shop to the ball and socket base where the mirror attaches and i have no problems with mirror becoming loose it is a low cost effective solution,sports,2,2
this cord is amazing it feels great and fits into most monitors it is also made by belkin which means a lifetime warranty and quality product and its cheap,electronics,2,1
this came to me highly recommended and i've used it on many cars over the years i wish someone had done a comparison with other similar products a la guru reports i can't tell if this lasts longer or protects better than others i can tell you that it stinks it smells like an old man's body odor obviously not a problem for exterior use but oh boy be prepared to keep your windows down for a while if used for interiors it also seem pricey o k if its superior to its competitors not o k if its not update 4 18 13 looking through my old guru reports i find that guru did report on this product it got a grade of b- for durability and performance and a grade of c for relative value it was beat out by armorall original which got a b this was for use on tires but that's a pretty tough usage and should translate to other uses it was also beaten by other tire specific products which got bs but armorall came out on top of all,sports,1,2
i've had my explorer now for about 23 years my mom's boyfriend at the time was going to treat my brother and i each to any swiss army knife of our choosing my brother foolishly chose the swisschamp i say foolishly because it is too thick to pocket carry and too thick for a comfortable grip one gives up ergonomics for the ultimate tool set i in my infinite wisdom chose the explorer even then before the internet took off i knew i didn't want one that was too thick because i wanted the option of pocket carry that is not without qualifications this knife is 4 layers thick so it does look a bit goofy if pocket carried in dress pants but in jeans carpenter's pants or cargo pants it is fine the tool set is ideal for the typical urban or suburban person with an indoor desk job here are my thoughts on each tool - knife blades some folks use this as the all-around blade and use the small blade as a sharp back-up others save this one as a clean blade for food prep and use the small blade as the general purpose utility blade - can opener works smashingly well for opening cans better than the can openers on any other swiss army-type knife more importantly for everyday use is the small flat head screwdriver on the tip not only does it fit small flat head screws but it can also be pressed into service as a 2 phillips not important on this knife since it already has a dedicated inline phillips - bottle opener works very well it will usually open a beer bottle cap in one try and if not two tries i use the large flat screwdriver tip much more often both for screws and as a little pry bar the wire stripper toward the base is not useless one simply has to cut a ring around the outside of the insulation of the wire with a knife blade first then bend the wire over a bit put it in this slot hold the end with one's thumb and pull a wonderful tool - inline phillips as opposed to a t-handle phillips on the back of many victorinox saks great tool the fact that it is inline means that it is loads more useful than a t-handle version because if the screw is right up against something one can still use the inline phillips it also has a stop at 90 degrees for extra torque - magnifier a great tool when needed some have pointed out that it can be used to start fires on a sunny day others like it as a tool to read small print it even works well to really get a good look at that splinter or thorn tip that is buried in my finger before proceeding to operate with the tweezers - scissors wonderful probably the most-used tool on my explorer i use mine to de-tag new clothing snip threads and cutting out newspaper and magazine articles you will likely find a load of other uses for it - reamer w sewing eye very useful i've used mine to punch and widen new holes on my leather belts and as an awl to start the hole where i will drill a hole in wood the edge is sharp too so it can be used as a general scraping and poking tool victorinox's reamer is much better than wenger's it's sharper on the tip and it is sharpened on the side - corkscrew this is another implement that some folks consider useless as they don't drink wine or they always seem to have a real corkscrew at hand when drinking wine however if one keeps an open mind then one will realize that it is an excellent substitute for a marlin spike to help untie knots - hook this is a tool that my pre-1991 explorer doesn't have however my super tinker has it so i will comment some folks consider this useless as victorinox calls it a parcel hook we don't really wrap parcels with twine any more so it is useless for that however keep in mind that it is just a general purpose hook that can be used to pull wires strings etc from tight places where one's fingers cannot fit it just remember you have it and it will come in handy one day - keyring not really for attaching to one's keys as this knife would overwhelm the keys and make it too clunky i consider this as more of a lanyard ring to those who find this knife too thick for pocket carry a short lanyard comes in handy to pull it out of a belt pouch or if one is out in the field where fashion is secondary fit a long lanyard which can be attached to one's belt or belt loop all that said i would recommend you go for the new explorer plus as opposed to this original model the plus model adds a straight pin an eyeglass screwdriver for the corkscrew and a pressurized ballpoint pen for the scales these implements are well worth the extra ten bucks or so the straight pin especially is useful when paired with the tweezers for removing those tricky splinters the ballpoint pen works really well and has saved me a trip on foot more times than i can count on another knife since my old explorer doesn't have it i don't use the eyeglass screwdriver often as i don't wear glasses however it also has the side effect of smoothing out the profile of the corkscrew it makes the knife more comfortable overall to grip especially when using tools that hinge on that side of the knife if you are a whittler camper etc you may want to give up the inline phillips and magnifier for a saw and get the fieldmaster or something just so you know i have probably 20 other swiss army knives and this one is my overall favorite just edging out the super tinker i also have a tinker compact sportsman adventurer '61 soldier '07 soldier electrician classic minichamp rambler recruit cybertool 34 hiker spartan lite wenger evogrip s16 spartan and many others i can't recall right now update october 16 2013 some folks complain about the magnifier being flimsy it is thinner than the one on my explorer but not flimsy it's just molded out of one piece instead of two or three pieces like they used to be optically it is about the same it is strong enough to do its job and was not intended to be super strong like the large screwdriver for example i've been carrying this knife more in my pocket one gets used to the four-layer bulk after a while to clean pocket lint of of it carefully open all implements blades last so you don't cut yourself blow out all the loose lint with your mouth get an old toothbrush or gun cleaning brush in there to get out the stubborn bits from the nooks and crannies close all the implements then dunk it under soapy dish water and open and close the implements one by one operating them several times each remove from the soapy water and rinse thoroughly with fresh tap water shake out all the loose water set it out somewhere to drip-dry for a day or two lastly consider whether you want to add a tiny droplet of oil to each joint the upside is that everything will work more smoothly for a while if you carry your explorer on a belt pouch this is probably the way to go if you carry it in your pocket the oil will attract lint which will necessitate that you clean it pretty frequently they work fine without oil they just have a more satisfying snap when they are clean and oiled,sports,2,2
i got this for my sks and i am very happy with it went on easy zero was quick i have taken it and the mount off once to clean it and it seems to have held its zero very well,sports,2,1
i picked the 3 5 oz 100g tube of this product off the supermarket shelf for silly reasons it was bigger than most hand creams there but it was small enough to fit into my purse after using it for a few days i noticed that my hands and especially fingers felt soft and slightly slippery even after rinsing with water i happen to read the text on the back of the packaging the second of a list of 4 bullets said lasts through hand washing of course if you use strong soap and really scrub you do have to re-apply the lotion afterwards but i noticed that even after washing out a glass using dish detergent my fingers still felt somewhat moisturized i do apply more lotion but i don't 'have to' every time,beauty,2,2
i like the color coding of the power strip and it's a better strip than most cheap strips found in regular retail stores cords are good quality i prefer monster cables to cheaper makes and models,electronics,2,1
this cord is priced great and is of great quality something that can be pretty much assured when your buying a belkin product i was looking for cat 5e cables to replace my older cables and decided based on the reviews on amazon and the price that this would be a great purchase i don't regret it the cable is of good quality and the cables-as advertised-are completely snagless so much so that it'll take you a couple seconds longer to unplug the cord from whatever peripheral or computer it's hooked into this was actually frustrating for me when i was troubleshooting my router but then became a plus when i realized how easily the other cable would come undone with just moderate tension on the cord so the snagless is great if you plan on leaving it hooked into one device for any extended length of time but not so great if you plan on constantly hooking and unhooking it from your device in this case it's probably more convenient to get a snagging one otherwise known as a regular rj45 cable i can imagine someone with a laptop using a wired internet connection fussing over this feature oh yeah the length of this cord is a beautiful thing i got so tired of having all this excess cord hanging out the back of my devices that i was thrilled when i discovered this on amazon i had no idea they made the lengths of the cord this short so that was actually the deciding factor for me i'm happy with this purchase,electronics,2,2
these are very high quality resistance bands the rubber pieces are guaranteed forever i just wish there were more than one set of handles although i'm pretty sure more can be ordered - probably on amazon,sports,2,1
makes cleaning my ar 15 very easy and it's easy to use just put a few drops down the barrel and take your bore cleaner and go to town,sports,2,1
i have a lot of these containers for long term water storage i picked the 5 gallon because of space issues these stack well if your using the attachment piece for drinking i recommend wrapping the threads with plumbers tape or it might leak the main screw lid has a gasket on it so it won't leak follow fema's guide for safe water storage,sports,2,2
this line is alright i find it more manageable than traditional braid because it is a little more stiff but the uneven texture takes some getting used to the color comes off all over your hands pretty easily so you end up with a lighter color line after some use though that is pretty normal with braided line variants after some abrasion i did have it snap on a cast once very unexpected i used this 14lb test on bait-casters casts pretty well,sports,1,2
i was seeking new headphones to replace my ipod nano headphones which are pathetic i had some koss earbud headphones that i loved but lost so i needed new ones so i came on here to find reviews of other headphones and saw that the reviews for the portapro were great since i had a great experience with koss in the past they replaced my earbuds on my old phones for free no questions asked i decided to try these the reviews are right-on i'd describe the sound of these phones as if two of the best speakers you've ever heard were on both sides of your head the sound is great at all volumes the clarity is such that i can hear parts of songs that i never heard before the lows mids and highs are perfect some headphones sound bad at high volumes and the sound gets muddy and the bass sort of shakes in your ear well you don't get that with these it's like you're in the studio recording with the band you can tell the difference between a 160kbps 192kbps and a 256kbps mp3 file with these headphones the only thing i don't like about them is that i can hear outside noise like cars whizzing by a good thing i guess or the engine on the bus this can be kept to a minimum by turning the volume up the headphones look big because of the headrests they have but they are ergonomic i was playing a video game while listening to these phones at forgot they were on because i didn't feel them on my head they have three comfort settings light medium and firm they also come with a little case which is nice the phones fold up to the size of a baseball and both speakers fold inward a small clip exists on the bottom of each phone which attaches both sides together when you fold them you then wrap the cord up and go they can fit into a typical pocket these are portable headphones and i don't know why people say otherwise they are some of the best headphones i've ever heard no surprise koss makes them they are also manufactured in the usa so there is no outsourcing of jobs with these phones i can understand why these phones have been on the market since the 1980s they're fantastic,electronics,2,2
these are exactly what i wanted for a planned cruise i focused them and they are perfect plus the size and folding capability will make them much easier to take on my trip,electronics,2,1
i was looking for a cheap set of headphones for a family member who likes to throw things around these do the job they sound excellent for 5 dollars i was quite impressed i was expecting static no bass horrible treble but they really are great for the price i went by all the other reviews and they were right they are smaller than i thought around the ears but incredibly comfortable these headphones compare to headphones in the 30 dollar price range easily and beat them for less than 5 dollars you just can't go wrong with these they sound tons better than ipod headphones and those cheap ones i really can't say enough good things so obviously you already know they are good headphones and easily worth 40 dollars i highly recommend them for 5 dollars with free shipping you can't go wrong if you always break or lose headsets,electronics,2,2
been using other products and had to give 303 a try and i'm glad i did i also like that it is not as shiny as many other products also like that it knocked down the dashboard reflections against my windshield when conditions caused it to happen once i get low i'm buying 303 next time by the gallon now that i have tried it,sports,2,2
good price nice fit i got these because i always wear a wide brimmed hat when shooting and they work very well they also have a low side profile and seem to fit well while shooting a rifle noise reduction kicks in great and the amplification is very adjustable to your desires i only give it 4 stars because the ear foam is a little thin and the plastic covering feel inexpensive also battery changing is a little tricky but manageable with patience,sports,2,2
maybe this brush is just not suitable for my hair type i have wavy curly hair and its making it more frizzy and not so soft,beauty,0,1
when shooting small objects close to the lens the depth of field is impressive down one or two millimetres i find the manual zoom super smooth giving very fine control over focal points af is very fast but limited by the cameras focal points the lens satisfies all my needs and then some at very close range and not ideal lighting a try-pod is handy but that is expected the new is lens is twice the price photography is a hobby and i consider myself an enthusiast but if i was a professional i would still rate this lens highly it is well made good quality product some reviews of this product left me concerned that the lens had some issues but having used it i have come the the conclusion that the poor reviews are as a result of not reading the instructions and limited knowledge of macro photography,electronics,2,2
i think these are great for the price but they lack low end bass as they are compact and the padding simply isn't there to keep space to a minimum once again but overall i'm very much happy with them keep an eye out for a video review on the sonicorbstudios youtube channel for more,electronics,2,1
i have been using this powder foundation for 5 years and i have tried others along the way but nothing compares living in hawaii where the weather is very humid forced me to back off the liquid foundation because it would just melt off and look awful so in searching for a powder i decided to try this one i've always had a little bit of light acne and redness on my face this powder does a great job of covering up blemishes and redness with out looking like you've caked on liquid foundation its definitely not full or heavy coverage but it makes imperfections on the face way less noticeable after i moved back to the mainland i wanted to go back to liquid foundation because i knew i could get full coverage and hide everything well the problem with liquid foundation is it makes you break out and it gets messed up every time you want to wear sunglasses plus it takes a while to apply so i save a lot of time and i save my face from loads of acne by just going minimal with this product if you are someone that insists on using liquid foundation this is a great setting powder for it as well you get some serious coverage,beauty,2,2
cons 1 the covers rollers will slip off the hair if you're unable to get the cover all the way to the scalp in my case my ear was in the way and i was using the jumbo large roller i didn't want to use a smaller roller because i wanted a bumped look more than an actual curl after re-rolling my hair and clipping it again it still kept slipping off oh well the curl that was produced while the roller was on my hair maybe 1 minute was sufficient for the look i was going for i pull that part of my hair behind my ears anyway also getting the clip centered well enough on the roller for it to actually clip right took a little more effort than i expected i may buy some conair roller clips as other reviewers have done 2 the roller sizes are not what the box says i purchased this set from sally beauty supply for 40 i was supposed to get 6 jumbo 12 large 6 medium and 6 small i received 18 jumbo large plus the 6 med and 6 small so i was definitely confused trying to figure out which ones were jumbo and which ones were large when i realized that the roller itself reads jumbo slash large meaning there is no distinction between the two sizes so at least in the set i received jumbo large and there were 18 of them i'm glad to have so many because this is the size i need for most of my hair but just a heads up in case that's not what you're hoping for pros 1 the curls themselves are gorgeous your hair will look and feel amazing smooth and healthy i only wanted to play with these rollers to see how my hair might turn out i only left them in my head for a couple minutes just long enough to roll my whole head then i removed the rollers in the order i put them in and my hair just looks awesome i don't know how long the curls will last yet but for what i wanted just a little umph to test it out i give this two thumbs up 2 the price at 40 you can easily leave your flat irons behind and perhaps save yourself some money by not visiting the salon as often this is an excellent purchase 3 i love the little booklet that comes with the set to show different ways to roller set your hair depending on your length and hair type i am a visual learner primarily and i loved the illustrations i really appreciate that there were little arrows pointing to which direction the roller should be rolled to get a certain look very helpful i have aa relaxed hair and i have been thinking of getting these rollers since i was a teenager i can appreciate them so much more now i have transitioned from relaxed to natural twice in the past and i've decided to stay relaxed and work on using rollers and pin curls to give my hair some bounce instead of flat irons i think this steam roller set will align perfectly with my hair goals i would definitely recommend purchasing this product i gave it 4 out of 5 stars because of the roller clip quantity issues,beauty,2,2
ok so it sounds like a digital vcr with a few bells and whistles and very limited capacity but that true random access with the ability to switch around has drasticly changed the way i watch tv even before tivo i tended to tape almost everything i watched but with tivo this has become so painless that i find myself almost never watching live tv it's so nice to bounce around between the things i told tivo to record and the things it thinks i'd like to watch i can watch a piece of this a bit of that skip part of this delete that show i didn't really want to watch plus with about 10 days schedule into the future i won't miss anything when out of town for a week only serious flaws are the handling of conflicting season passes and the limited storage 10 hours on medium quality i expect the software problems to be handled in a free upgrade in the next few months and the storage to be upgradable in the field at selected stores i already find it a pain to watch tv without tivo,electronics,2,2
i really like this product as a natural hair gal my scalp often needs oiling this didn't disappoint i will definitely buy again,beauty,2,1
i purchased this as a christmas present for a friend how is gun enthusiast he said it was 'okay' but wouldn't recommend using anything more than a 22 on it,sports,1,1
it works great though 5 seems like a lot for a simple whistle that's just the going price with online retailers,sports,2,1
i bought a replaytv before christmas but found that my old tv and video didn't have the right connectors to go with it the replaytv manual told me how i could work around this problem but it looked like the workaround would give me poorer picture and sound quality so i sadly decided to return the replaytv and wait until i get a new tv if you own an ancient tv and video think twice about trying out the replay and if you're about to buy a new tv make sure you get one with s-video to ensure best performance with new gadgets like the replay having said that amazon's service was so good and its returns department so helpful that it was no hassle to try the machine out and then return it if you're unsure about buying one the 30-day return policy certainly makes it painless to check the system out even though i didn't get to use the replay i was impressed by the manual i'm a documentation writer myself and the easy setup guide,electronics,2,2
over the course of the last few months my cd player had gone from the occasional skip to eventually not being able to play a cd at all 5 minutes after my package arrived with this cd cleaner in it and i was playing cds again i can also play cdrs now something my stereo hasn't been able to do for six months,electronics,2,2
it is exactly what i wanted the delivery was perfectly on time and it was very easy to install it i will definitely recommend this product thank you,electronics,2,1
great for cooling and keeping you cans bottle cold i take cans of soda with my that are not cold to begin with after sitting on this in my cooler for five hours they are nice and cold just don't drop this on you foot,sports,2,1
most radios you can buy have pretty cabinets nice paint and will sound pretty good if you're tuned to a station whose radio beams are about strong enough to cook an egg they're designed to impress you in the big box store where looks and the sound of the most powerful station in town are all you have to go on it isn't until you get them home that you find out how miserable they are in real-world performance trying to pick up that weak station that's the only one carrying the game you want to hear the ge superadio is a whole 'nother deal it's just an am-fm radio aggressively avoiding any other features whatsoever but it's the gold standard of the type when a radio geek wants to say whether some other set is good on fm and especially am s he will compare it to the superadio to give you an idea how good it is i live in a semi-remote area without any really strong am stations sitting side by side on my couch a typical 'personal stereo' type radio picks up one am station a cheap transistor radio picks up three the superadio picks up 37 i recommend my friends get these as part of their blackout kits for one thing it will run about two hours less than forever on its six d-cells for another this set can pull in am stations at least two three hundred miles away in daylight any time if your blackout extends farther than this radio's range you've got more important things to worry about incidently it runs off ac also it switches to ac automatically when you plug it in switches back to batteries automatically if ac isn't available sound quality is excellent it's mono but it has a good and large speaker and enough audio power to drive it properly it also has separate treble and bass controls i give it four stars instead of five for three reasons 1 some of them don't work the first one i bought didn't 2 stations are hard for me to tune toward the upper end of the am band they're packed very tightly together there and getting from one to another nearby is fiddly 3 the wide bandwidth is useless to me there is no radio signal in my area strong enough for it i have to use the narrow setting intended for weak and distant stations for everything still it's a heck of a radio for remote areas for camping trips or if you want to know how well a radio can work if somebody at the company gives a darn,electronics,2,2
just received this item as a requested christmas present so far i've only used it on my spring action pellet gun but i got a bulls eye w my first shot 25 yards give or take w a remington vantage and crossman pellets i don't expect to get bulls eyes on all of my other calibers but i fell fairly confident that i'll be on paper very pleased at this point ------------------------------------it has been almost 2 years now since my 1st review i've used this to sight in my father-in-law's 30-30 a 270 browning bar and a marlin 1894c 357mag i may have used it for a henry 22 mag too not sure anyway i've had good luck with all of the afore mentioned rifles i take my 1st shots at 50 yards now and i've been on paper every time,sports,2,2
great item had one for years and it has still not worn out but it is getting a little smelly it is very easy to use your hands with the glove on yet feel safe handling fish with sharp gills fins teeth and using that sharp filet knife also gives you a sure grip when handling slippery fish highly recommended,sports,2,1
nice producti faced some problems with sync is with more than one flash,electronics,2,0
a good piece of glass for the money i use this lens for macro shots and seldom add extension tubes because of its one to one ratio i recommend this lens if can't spring for a 34 l series 34,electronics,2,1
the tee worked relatively well managing perspiration and keeping body cool and 34 together 34 though it seemed easier to run breath during running the rest of the activities were neither hindered nor enhanced by the shirt shirt was used in a spartan race overall i was pleased with the product though expected the compression to be a bit more than what was achieved by the tee,sports,2,2
i make sure to lock my laptop up whenever i may be away from it for a long period of time this lock is very sturdy and quick to enable disable its portable so i can take it with me on vacation to secure my laptop where ever i am,electronics,2,1
i do like the bigger size it last much longer and holds pretty good 5oz is a good size to get it helps save on money and if you take care of your nails you wont have to buy any nail glue for a while,beauty,2,1
not just for portraits and up close macros this is a very functional lens i have a friend teaching me about cameras and photography and this is what herecommended and he demonstrated to me what it can do and it's great now i just need to learn to do more with it myself 62,electronics,2,1
i gave these headphones a five star rating because the sound is very clear you get good separation and a feeling of spatial separation and distance they work great they are comfortable it's just too bad i can't use them i bought these because other reviewers extolled the virtues of these headphones for sealing out the noise of their busy offices any headphone can drown out surrounding noise be warned these are not well sealed the sony product manual packed with the mdr-v600 headphones cautions customers not to disturb those close by if you also got the impression that these closed headphones would allow you to listen privately you will be disappointed i work in an office doing data entry i like to listen to wild profane and controversial stuff and i don't want people listening in these headphones would disturb my colleagues if i used them at work you can hear them clear and loud even when pressed firmly together nobody i work with wants to hear the sex pistols sing the good ship venus so as good as the mdr-v600's are the little headphones that came with my player are better because i can crank them up and only i can hear them too bad because these are so much more comfortable also i should mention i got refurbished mdr-v600 headphones the screws that hold them together do not all match some are silver and some are black then it probably goes without saying that they are made in china not japan,electronics,2,2
i do not have any hair volume this gave me a healthy amount of volume i love it so much easier to use instead of using a hair dryer and a round brush usually my arm gets tired once i get to the crown and kind of give up this dryer styler is very light weight and really easy to use my hair looks so good when i use this to dry and style,beauty,2,2
the point of purchasing the apc surge protector was to increase the safety for my equipment and home now the company has recalled their older products ours was purchased in march 2010 due to potential fires during very unusual conditions instead of more safety we had less this is unacceptable for this type of product and causes concern about my other apc surge protector that i purchased later but was not in the recall does the later product not have the same problem or has it not been out long enough for customers to report problems i chose to avoid the possible risk and to replace it with a different brand also unacceptable is the only recourse for the consumer is to apply for a newer model a better company would have offered a full refund option needless to say i will not be purchasing any more apc products,electronics,0,2
it does not work when you plug it in it disables the speakers and then the ipod is practically silent not a good idea,electronics,0,1
the gazelle edge is a most excellent product for indoor exercise with low no impact which is great for people with joint problems who cannot run outside i could not be more thrilled with the results that i have gotten from this product,sports,2,1
this is actually the first pair of binoculars i've purchased we always had a pair when i was a kid when we would go on hiking trips but that's as far as my knowledge of binoculars goes that said these seem like a great pair of binoculars i decided on these based on the small size and great reviews i can throw these in my backpack and they're so light i probably won't even know that they're there they feel well made the attached cord seems a bit thin but that isn't anything i really care about i was surprised at how inexpensive these are yet the quality appears to be excellent they also include a carrying pouch so that you won't scratch the lenses,electronics,2,2
i don't know what to expect of this other than a clean moisturizer it moisturizes and doesn't leave a bad smell or oil but it's really nothing special i would probably look for something cheaper next time,beauty,1,1
no gun cleaning kit is complete without one of these cloths i have been using them for decades store it in the plastic bag to keep it fresh does a great job on all metal surfaces,sports,2,1
i have always loved biosilk and the price was cheap compared to what i was buying for a smaller bottle at wal-mart,beauty,2,1
my husband uses this product daily and loves it he usually gets it from the salon and pays at least 5 more,beauty,2,1
it might be a little short but seems to be a fine cord don't know what else to say,electronics,2,0
i've used lens pens since they were introduced the chamois end is great for smudges and i've never damaged a lens coating with it i never use the brush end since it is rather coarse i prefer a bulb blower and a goat hair artist's brush,electronics,2,1
i repeat this thing is extremely loud if that is the purpose of buying it and using it i would highly recommend it,sports,2,1
i love the soft sponge material they used on these rollers i order these rollers for sponges since i already have many different color rollers most of old rollers have these rough porous sponges around them now i wish the manufacturer also sells 1 just sponges only 2 plstic rollers with shorter shaft,beauty,2,1
i posted a review of this camera a few weeks ago shortly after purchasing it i gave it 4 stars mainly because the manual wasn't well written however that still being the case i must say that this camera deserves 5 stars it takes amazingly clear bright pictures the video display lcd is bright and it seemed to take forever for the rechargable batteries to run down i highly recommend this camera if it had an optical zoom it would be perfect however with this camera you get more than you pay for,electronics,2,2
using this cable to connect my ps3 to the router and it's working fine i don't know my upload or download speeds but playing movies off netflix and playing games online has been trouble free,electronics,2,1
i ve been shooting targets for a few years and these targets are the best you see your results right away if you hit the target or not i highly recommend them ed,sports,2,1
i wanted something that wasn't super sweet smelling i smelled the one in a japanese store and the smell wasn't as strong as the one i got here but it came pretty fast so thats one good thing,beauty,1,1
i just wanted a pair of headphones i could use on my laptop and kindle and on airplanes considering that i paid less than 5 for these headphones they are good value for money the frequency range seems adequate for listening to classical music and the bass was better than i expected,electronics,2,1
its 3 5 head phones for 5 i need them and they work fine for my daughters dvds player but they will probably break at first sign of strain,electronics,1,1
appears to be sturdy and function as intended no issues it will work with a targus pa400p defcon security baseplate but 34 threading the needle 34 is a bit tight,electronics,2,1
not a bad pair of headphones at all excellent sound quality all across the spectrum except it leaves something to be desired for on the low end of the frequency spectrum once you get below 60hz it really begins to taper off quickly the further down you go in freq it's defintely high quality bass sound not muddy just soft extremely comfortable i just expected these to have better bass response than they did,electronics,1,2
when purchasing these bug pants i had my doubts as to the quality but after opening it up and trying it on i see that it is perfect for its intentional use to stop those pesky mosquitos i would recommend this item to anyone wanting to hike or camp mosquito-bite free disclaimer it may not be suitable for those man-eaters you find deep in the lousiana bayou country them mosque's are bad-a blood suckas that have been known to take dem babies right out they crib after my next trip down there i will report back if i find any flaws with this items operation but so far so good,sports,2,2
impressive set for the money but obviously not professional quality it does indeed catch hair and can hurt to pull off at times if you want a good cheap headset this is an impressive option for the price range it's in,electronics,2,1
there are times that a dvd drive is essential such as installing office this does the job throught the usb connection,electronics,2,1
i had the labelmaker and the 34 paper 34 labels they washed right off of the kids lunch containers when i bought the laminted ones they are still on months later they arrived in perfect condition and earlier than expected thank you,electronics,2,1
i miss the yardley gimmerick paintbox that my big sister had in the swingin' sixties by the time i was old enough to have my own they were gone from drugstore shelves i've looked for watercolor eye paint ever since but nothing came close this is one of the better eye lining paints however easy to blend with a wet brush if you but a bold line on use a clean damp shadow brush to soften it for a smoky eye,beauty,2,2
not sure this this product is helping or not i have been using for over a week it does make my skin feel very smooth and clean after use so i have hope that it will,beauty,1,1
the best product or your money glowing fresh skin give it a try so worth it trust me i have been using for months great results,beauty,2,1
if you are looking for the best camcorder in the market stop looking this little toy has it all the quality of the picture and sound are so great the you will feel and see every thing that you filmed as if you where there live again if you have a home theatre system with adobe digital 5 1 you will really see what i mean the only down side is you will need a battery that lasts longer and make sure you get more tape,electronics,2,2
swiss army knives or more appropriately swiss army multifunction tools are among the best in the industry my last one just like this one lasted about 10 years with very heavy use so i have no complaints and it would have lasted longer if i would have stopped dropping it i especially like the craftsman because for me it has all the tools i use and like and none that i don't like the corkscrew the pliers are small but useful as are the scissors but the saw blade is one of my favorites as it cuts thick plastic or fiberglass and small tree limbs very well and although i don't recommend it i have cut a 2x4 in a bind you can't go wrong with these as a tool the construction is top-notch and the steel is excellent the width of this knife is slightly more than it is tall so it fits well in my pocket and doesn't spin this is absolutely a great knife tool,sports,2,2
i started using this cream and my first reaction was the smell i'm pretty sensitive to heavily scented things and it just made my stomach turn while trying to sleep i started noticing dry itchy patches on my cheeks and forehead i'm not sure if this goes away after using it for a while but i'm not willing to risk it i really wanted this one to work since the reviews were so amazing i'm thinking about giving it away so it doesn't go to waste,beauty,0,2
